ID,N_total,N_shell/N_total,R_min,R_max,R_avg,R_std,R_skew,R_kurt,CN_min,CN_max,CN_avg,CN_std,CN_skew,CN_kurt,SCN_min,SCN_max,SCN_avg,SCN_std,SCN_skew,SCN_kurt,ABL_min,ABL_max,ABL_avg,ABL_std,ABL_skew,ABL_kurt,BL_min,BL_max,BL_avg,BL_std,BL_skew,BL_kurt,SBL_min,SBL_max,SBL_avg,SBL_std,SBL_skew,SBL_kurt,ABA_min,ABA_max,ABA_avg,ABA_std,ABA_skew,ABA_kurt,BA_min,BA_max,BA_avg,BA_std,BA_skew,BA_kurt,SBA_min,SBA_max,SBA_avg,SBA_std,SBA_skew,SBA_kurt,Classical_E,Classical_E/N,Mermin_E,Delta_E,Delta_E/N,Fermi_L,CLASS
000062,781,0.4852752880921895,8.131226255860142,23.823750827333797,13.738762224487793,2.246257712455684,1.429380925717096,4.411536591131716,4,12,8.619718309859154,1.7253971441857434,-0.16307662058510572,-0.6867212822896427,4,11,7.319261213720317,1.2412331651270125,0.017845730849817255,-0.13872944186711855,2.558168845300221,2.9580345946146407,2.8167813313919985,0.05577617996911692,-0.6213921742224027,1.1266579345507184,2.3083242839774467,3.097562590166665,2.8244399589523708,0.1424056570025141,-0.15279287532582028,-0.5037888816132718,2.3083242839774467,3.0970511781370598,2.801028798773474,0.14616816555692386,-0.08766349270348311,-0.4312882754577032,73.90275531761503,103.85578447569898,94.588003889517,5.010583511766752,-1.558371548604289,1.9947032960526716,44.729941962694454,179.7544527732143,95.79532432681981,33.517892621603266,0.434423980647547,-0.8820195109751232,44.729941962694454,179.7544527732143,92.66074345842502,33.35558539163524,0.5569998125841671,-0.7613199592906557,-2829.3251,-3.622695390524968,-2583.743300000002,245.5817999999981,0.31444532650447904,-3.7906,0
000071,643,0.5038880248833593,8.283064031173625,16.994700918311032,12.613769437409772,1.7035845995825556,-0.19404905077115428,-0.19137484153588558,2,12,8.267496111975117,1.7175975164651975,-0.35753977682753435,-0.16444798511979242,2,11,7.064814814814815,1.3625223478030788,-0.3379484330871258,0.4469662352117658,2.403063772864669,2.9458570990298623,2.803516731608266,0.06386573711498748,-1.2645487753368978,4.110117568297014,2.3528093845443645,3.086759789811961,2.8126571004670127,0.141206390934213,-0.17746748676726068,-0.45848697150495177,2.3528093845443645,3.085019448885202,2.7881038865592007,0.14733200690514778,-0.09233532570034021,-0.5063804252424728,70.83441581963785,101.87672022831256,94.67670632117287,5.189789333262442,-1.6905149851528127,3.0493844305537845,47.870150964483024,179.7847378694975,95.9795454508844,33.464446502243156,0.4473743561303223,-0.8518706526532589,47.870150964483024,179.7847378694975,92.94763831700753,33.230394474685156,0.5592317316240936,-0.7465007749590509,-2316.924,-3.603303265940902,-2118.433100000002,198.49089999999796,0.30869502332814613,-3.8128,0
000072,701,0.4950071326676177,7.858648781202327,22.040169729135883,13.189666457237033,2.0433305169522433,0.9480439799620484,2.8657036942595813,3,12,8.482168330955778,1.8114820704672212,-0.1753804706907443,-0.6547457797382257,3,11,7.126801152737752,1.2907191494563153,-0.09150311147442833,-0.10839458794617496,2.5473991211920817,2.9561316363779153,2.810668031792345,0.059034328577063915,-0.8165801605755939,1.4296543933135073,2.304883945017635,3.096702278230823,2.8193779473322045,0.13987183082084095,-0.10649306141683479,-0.5057673222924342,2.304883945017635,3.096702278230823,2.798385809773768,0.14493472853429884,-0.03650575914999184,-0.5263623932199373,66.85383596095967,101.40340247208533,94.2530959789893,5.412093994562135,-1.7402012180419186,3.0255717645820637,46.792353627246726,179.78117991298186,95.68240357500395,33.46883756486806,0.45207096477478137,-0.8484214864230872,46.792353627246726,178.62857324633882,92.19634749897239,33.01409449873541,0.5767941597196298,-0.7441184008878201,-2526.7627,-3.6045116975748934,-2314.720800000003,212.04189999999744,0.30248487874464686,-3.8301,0
000073,1073,0.43056849953401677,12.086736220447492,20.523055298496292,15.223084826744627,1.6959177758564536,0.7640477513093133,0.10675750834514863,3,12,8.754892823858341,1.74827655345081,-0.2469411028161629,-0.6370708067021433,3,11,7.303030303030303,1.245883249210474,-0.07565954279117341,-0.17636602765222964,2.5012936162140202,2.938810676248898,2.8182522631742226,0.055451103190381115,-0.9100963793387622,1.6589206555603075,2.3280390890189135,3.074119223452477,2.826097757829762,0.13073723158550146,-0.2132167533744153,-0.48119865810801965,2.3280390890189135,3.0738007417527995,2.796725043257073,0.13761401636922663,-0.07419944060672419,-0.5745504204462626,75.9451278536015,106.75800525343556,95.3181343326761,4.489747107871104,-1.718232188317002,2.7610913064431495,47.8263911422008,179.79871945228788,96.35070274531125,33.84953597548934,0.47841475711327386,-0.7536276089694636,47.8263911422008,179.79871945228788,93.12358723414556,33.495918117782125,0.5783049611433619,-0.6946925949306912,-3929.6183,-3.6622724137931035,-3585.6015999999945,344.0167000000056,0.3206120223672,-3.7638,0
000081,572,0.5769230769230769,4.026953654468164,18.81149558992162,12.355913115838192,2.7584609397195123,-0.5054384827116394,0.5219744912664801,3,12,8.793706293706293,1.9555737140449725,-0.2975585574425771,-0.6073561373825336,3,12,7.487878787878788,1.416845585741224,-0.32534553148994544,0.36683440934664446,2.528081079104906,3.018228740797633,2.821602501977442,0.06721184929354848,-0.42963306912537763,0.9901242308788909,2.126972731371968,3.2048483583470917,2.8325934233211445,0.1705037494797757,-0.005998787211285034,-0.30907982381796906,2.126972731371968,3.2038679748079457,2.8105512910913406,0.17437182655594918,0.02137369418383726,-0.2562953429117609,58.94083366424787,100.93617758415458,93.40291817687836,5.57682204146429,-1.9013957241818362,4.842749276961932,42.83095450298866,179.9116781077877,95.082814497754,33.578232936411126,0.4362244832872704,-0.8883569155692403,42.84204452797772,179.9116781077877,92.16383852599239,33.289639789648696,0.5584277536412176,-0.7616954089183681,-2032.7476,-3.553754545454545,-1851.7862000000023,180.96139999999764,0.3163660839160798,-3.8257,0
000082,576,0.5555555555555556,4.6015596774280025,18.49892193526462,12.176871801742577,2.4431413985857544,-0.4241304942234898,0.479950929158945,3,12,8.20486111111111,1.6512584865404871,-0.03653862194096771,-0.5250983416847252,3,11,7.190625,1.2385802811496172,0.0015265704145223566,0.2672486904846836,2.5534293569114634,2.93097913838058,2.796739802755051,0.05791085147284202,-0.49770537665215664,0.3160532692453657,2.3053531182879627,3.08051099657182,2.8048180605107587,0.1403299545368011,-0.1660868225426209,-0.5397111616510029,2.3053531182879627,3.08051099657182,2.7855360870235426,0.1448366701054132,-0.06566704054503267,-0.5945719298473069,74.15004773522111,102.76546919137888,94.28249144416966,5.307622697354702,-1.3286506656743777,1.1873585354271716,46.175786457227666,179.71170865751742,95.51957679161795,33.41508697349576,0.4469672159023809,-0.8745525515457553,46.175786457227666,179.3708800591544,92.7175206990287,33.32648857397721,0.5645740803692644,-0.744897897975807,-2066.7171,-3.588050520833333,-1898.2151000000085,168.5019999999913,0.29253819444442936,-3.7448,0
000083,791,0.450063211125158,10.504180522008202,16.27356737131945,13.516934428380136,1.0561302798003964,0.1696716397640167,-0.1813630554285428,5,12,8.983565107458913,1.6983932639360948,-0.35747236030342694,-0.5926034980692161,5,10,7.575842696629214,1.241253622539583,-0.22693678386076097,-0.6294544833236304,2.5942989495028694,2.9636215137855855,2.826351725891753,0.052168967563761694,-0.593104182375375,0.5959303855568505,2.3579272677502194,3.100053870499706,2.833271155069892,0.13740879166693698,-0.1092684358680477,-0.5846543621947005,2.3579272677502194,3.0967395757473404,2.808318838809411,0.14138628592231786,-0.018346714364333654,-0.5650941881781346,76.12645713252681,102.20883779270636,95.06529206491835,4.340192526326475,-1.7163864475157957,2.5687308921454166,47.67973631944309,179.81932452575444,96.10332048394126,33.80427097658991,0.46785356420453333,-0.7813254274128942,47.67973631944309,179.66958554004344,92.96862872864165,33.72262385477163,0.5911526149788302,-0.6592524490325196,-2890.7774,-3.6545858407079646,-2641.6977000000043,249.07969999999568,0.31489216182047497,-3.7376,0
000091,361,0.7368421052631579,1.3640540784458568,19.87846520512074,11.757746982877581,3.781686111197593,-0.2332993755598575,-0.47491267618579736,3,12,7.900277008310249,1.8607122085516736,0.3787766773333576,-0.6656940703995349,3,11,7.056390977443609,1.2471161228683905,0.22069944399155678,0.18752351181734328,2.582812183827785,2.9388816233702513,2.788817751248072,0.05834680395803133,-0.3862397339198657,0.13734505224901605,2.324099395464824,3.1226741744857116,2.7978779694691815,0.14741784202414457,-0.05442111201417448,-0.4365051554136241,2.324099395464824,3.1226741744857116,2.7863819511404673,0.14815735958672607,-0.018359441172925744,-0.4103026136158241,69.00359356776846,101.42481190962107,91.80917201432618,5.936169875944382,-0.8445020393220088,0.1473490199661014,44.86074702461918,179.72965645086884,93.78051515549352,33.283727696315715,0.49242515397396996,-0.8349729775906827,44.86074702461918,179.72965645086884,91.2224955100896,32.7402358637418,0.590796398954455,-0.7275469863508501,-1252.6011,-3.4698091412742387,-1165.5950999999986,87.00600000000145,0.24101385041551648,-3.8812,0
000092,364,0.6675824175824175,0.5191196233736267,19.510623551547116,11.288285765750329,3.6086576182655405,-0.21212846613076017,-0.23153285874908702,4,12,8.005494505494505,1.7674661720641827,0.20149953963596634,-0.8880837259865704,4,11,7.098765432098766,1.25248452198356,0.3188256228576543,-0.147114431885782,2.6285648201348093,2.9367759873575547,2.7919069353149912,0.058803588585948204,-0.3048945643006382,-0.35003355517799895,2.3715724741192394,3.0933329920976704,2.800807852164587,0.14808013762579714,-0.0317565423982503,-0.6626367755304403,2.3715724741192394,3.0933329920976704,2.789694898000949,0.15057231070719942,0.0007845008602054433,-0.6753369526953064,76.62249274524343,102.28184054651634,92.66902979400801,5.530231190461566,-0.8409617896554653,-0.1443680698074581,49.00773149950584,179.7788671600877,94.30412554539444,33.222837795484715,0.472216484066315,-0.865228490152413,49.00773149950584,179.7788671600877,91.40119151074907,32.700110114687256,0.5850554950222284,-0.7395355499754013,-1279.9389999999999,-3.5163159340659336,-1185.9228000000003,94.01619999999957,0.25828626373626257,-3.8222,0
000093,721,0.463245492371706,9.585591601326422,18.119394815019007,13.089818155057577,1.2604568763827544,0.5315227690240596,1.2739614940739532,4,12,8.629680998613038,1.7408988844486508,-0.19812790767490707,-0.6715277176561751,4,11,7.233532934131737,1.2348595756541545,0.01915483386690006,-0.07814837909398431,2.4527945443557817,2.9675196948597606,2.8119791805418752,0.05283328711444125,-1.2511377524208478,4.435121186129901,2.2335230018963514,3.0643354907712026,2.8192273927199705,0.12893517054815132,-0.2477765470931454,-0.2694241388095775,2.2335230018963514,3.0618518906047907,2.7935129049588774,0.1347661391626802,-0.18666210110001044,-0.2791572243071534,77.3127972596668,102.37526379273189,95.18972884351146,4.363857760148544,-1.4829555745199936,1.7021271472955597,45.781565819756096,179.5665360133124,96.25350498784836,33.8786910313024,0.5033370934523784,-0.6983317834613905,45.781565819756096,179.15915737472292,93.07764369533392,33.608333217756304,0.6109003476557008,-0.6036369866666371,-2627.6767,-3.6444891816920943,-2399.136200000008,228.54049999999188,0.31697711511788057,-3.7618,0
