ID,N_total,N_shell/N_total,R_min,R_max,R_avg,R_std,R_skew,R_kurt,CN_min,CN_max,CN_avg,CN_std,CN_skew,CN_kurt,SCN_min,SCN_max,SCN_avg,SCN_std,SCN_skew,SCN_kurt,ABL_min,ABL_max,ABL_avg,ABL_std,ABL_skew,ABL_kurt,BL_min,BL_max,BL_avg,BL_std,BL_skew,BL_kurt,SBL_min,SBL_max,SBL_avg,SBL_std,SBL_skew,SBL_kurt,ABA_min,ABA_max,ABA_avg,ABA_std,ABA_skew,ABA_kurt,BA_min,BA_max,BA_avg,BA_std,BA_skew,BA_kurt,SBA_min,SBA_max,SBA_avg,SBA_std,SBA_skew,SBA_kurt,Classical_E,Classical_E/N,Mermin_E,Delta_E,Delta_E/N,Fermi_L,CLASS
000094,865,0.43815028901734104,9.987609782654246,18.701295482669327,14.028875190063465,1.5594133094810152,0.29200967872814626,-0.13718470248784786,4,12,9.498265895953757,2.1246588502965453,-0.5184900488300556,-0.9054867357010621,4,11,7.477572559366755,1.4333142918213015,0.07478334811205968,-0.4019980625442665,2.565358583738759,2.9475458217744466,2.830561375899376,0.05777064870652921,-1.004850216662342,1.093277896177625,2.356842379116608,3.085823390928278,2.840746079198511,0.12602379774290676,-0.29048692475438104,-0.21473778418205347,2.356842379116608,3.085443566166769,2.8028578168044604,0.13705554296882982,-0.07463056574116354,-0.4534880871645197,73.8085705412666,99.87102335023049,94.9349120259801,4.421376941133298,-1.7382675573794373,2.4846980909185508,47.037018491575814,179.88165071589697,96.3577392255193,34.49334228769894,0.550622519916527,-0.5510327115162927,47.037018491575814,179.59026761103775,92.82576665530718,33.58475699911925,0.637228089612045,-0.5118026837608962,-3174.8315,-3.670325433526011,-2897.4260000000068,277.405499999993,0.32069999999999194,-3.7999,0
000171,395,0.6,7.288379760267929,21.78374424583288,11.194023625331077,2.9922443177772156,1.5220436844988592,2.156424944146524,2,12,8.50126582278481,1.918881182515134,-0.22421555409946162,-0.5947564893883901,2,11,7.350210970464135,1.4670570238525396,-0.15173687085402396,0.09181371329495258,2.5575079817715105,2.990016078532025,2.8062413252298533,0.0673555722542024,-0.7239882073246189,0.8472732048967453,2.269767388962983,3.1465512867264778,2.8173093780202794,0.15681536071445384,-0.02230327123168237,-0.5016510456010845,2.269767388962983,3.1465512867264778,2.794648125185737,0.15979282516883567,0.0752117909523008,-0.4848549006562455,64.47037463868497,99.47746067884677,93.19808905299662,5.8891862177225756,-1.4997309681964428,1.8890867897653019,44.414753539343266,179.75406247054292,95.05005358099996,33.51836146831672,0.455362512869166,-0.8539033163941232,45.01950621805189,179.12254938068375,92.15571788517472,33.24472152412277,0.5735149201446031,-0.7199513408121079,-1401.3113,-3.547623544303798,-1288.2647000000034,113.04659999999672,0.2861939240506246,-3.8767,0
000172,400,0.565,7.0291162971444034,18.12233981164632,10.905049588317421,2.2147056798660514,0.8863425964763959,0.4192509490842302,4,12,8.275,1.6556654463313047,-0.12421770008493487,-0.629819663673469,4,10,7.247787610619469,1.2438719008810257,-0.11623479460269998,-0.5930961883041506,2.6313480327122685,2.930058264927716,2.8028992522768084,0.056836634078185275,-0.5619322951181094,0.12087016812092255,2.296255647788405,3.0999808063922076,2.8106426129390036,0.14695925073829463,-0.13832389566020567,-0.588035160114051,2.296255647788405,3.0999808063922076,2.796094080711641,0.15141405313980713,-0.09036356062617948,-0.6304210918433619,74.67369209360704,102.37389307752001,94.12574172838501,5.319697022532282,-1.4246727071155798,1.4680204929002256,45.92363540749436,179.4243832224189,95.45741405256055,33.57648271880588,0.463275846044962,-0.8420312657574289,45.92363540749436,179.4243832224189,92.66233997335294,33.55430576374673,0.5970803897419998,-0.6537258004902187,-1427.9532,-3.569883,-1311.7855000000018,116.16769999999815,0.29041924999999535,-3.7796,0
000182,597,0.5661641541038526,3.4248076840974186,20.95426544876183,12.748270474925933,2.985288717364501,-0.11877879165943576,0.22642811957898656,4,12,7.654941373534339,1.7090942707829029,0.2585636128212678,-0.4635533539041008,4,10,6.627218934911243,1.1568780071548705,0.09196599500548792,-0.17731177146979693,2.567864131437034,2.910725718297371,2.7815858114515497,0.05877460841788446,-0.5797987261103917,0.24872926453366295,2.3662987977007597,3.042668894244,2.790201871265709,0.13515830486552016,-0.16493427304965405,-0.551989609311057,2.3662987977007597,3.042668894244,2.7692038391632314,0.13811880042855665,-0.08488714924330087,-0.5742452334178174,73.91910230237417,104.76666111910677,94.03848402782481,5.741347540677035,-1.1524850282842454,0.6412608655021708,47.486920779195344,179.49960701629996,95.41801239455506,33.32982037074548,0.4600673335300633,-0.8630662469776502,47.486920779195344,179.49960701629996,92.10313585086386,32.82857880788505,0.5885069137190276,-0.7320126096990673,-2126.506,-3.5619865996649915,-1958.3168000000078,168.18919999999207,0.2817239530988142,-3.7959,0
000183,925,0.45513513513513515,9.808556211691338,21.249802438129407,14.56230441124999,2.105164134709384,1.0205364166198612,1.0631016836716034,1,12,8.836756756756756,1.8228795634626833,-0.381728737226993,-0.30271680495200126,1,11,7.332541567695962,1.3124351961530694,-0.42095166564777947,1.3146858956517855,1.904505447616267,2.9496483905068285,2.822331193064157,0.06608699510479521,-3.8652542497938134,43.60294899081637,1.904505447616267,3.1013271352761533,2.831714921528064,0.13922557666976706,-0.23064458475123129,-0.10455831453217135,1.904505447616267,3.100257731221717,2.8034463893734305,0.14573023409897698,-0.17652412561095412,0.029418851694341885,72.62570361066753,105.63404056332433,95.03278648158592,4.607842023948834,-1.6453903127728091,2.6353597665655606,48.10885781364197,179.86203667565115,96.13491847947313,33.74729014605469,0.4649162151082218,-0.7862482649747107,48.34942175136402,178.96747874128494,92.88144020522624,33.41489585086789,0.5748448277089223,-0.710209435036234,-3368.9364,-3.6420934054054053,-3048.5118999999977,320.42450000000235,0.34640486486486743,-3.7804,0
000191,363,0.5977961432506887,3.8450907469498685,16.72471938799275,10.660842585885081,2.630950234911971,-0.011657128906544788,-0.46143504775529776,4,12,8.490358126721762,1.9216103495452335,-0.10806929295714778,-0.8339072245738346,4,11,7.2949308755760365,1.3796208952622229,-0.041221712592406506,-0.30224089991367675,2.5619697194442312,2.9660571918377805,2.8075107067398752,0.06355142065347215,-0.6654793754119553,0.959922327413083,2.3071900658593267,3.1288993272395134,2.8177176511865656,0.15064547926924649,-0.07208427346285799,-0.46926907608592794,2.3071900658593267,3.1235519845201978,2.799018400331008,0.1533547470910153,-0.04295901477007528,-0.4720686506650491,70.18432513908384,100.51231575442395,93.403459709792,5.412044385994485,-1.3119662298314938,1.424909038931525,46.190000589221626,179.52462029877682,95.0786167341566,33.626545757513426,0.4768983144472919,-0.8123034901723383,46.190000589221626,179.52462029877682,92.04062222725615,33.27780288129648,0.5907106024703661,-0.6948057353049988,-1291.303,-3.557308539944904,-1187.0704000000042,104.23259999999595,0.28714214876031946,-3.8213,0
000194,964,0.45954356846473027,8.512107930500727,20.703769419546667,14.694308034593995,2.4164384933700327,0.07893598899967623,-0.3904643767254372,4,12,8.802904564315353,1.8901701965651927,-0.16004479905492947,-0.9062190589127037,4,11,7.205417607223477,1.2460861784498187,0.18990335913008316,-0.3127905756755731,2.520778015686142,2.9324201050787337,2.8180047461823206,0.053129171652967176,-0.8361558853539315,1.0472261829787834,2.381688686625561,3.03793663528388,2.8265669293316344,0.11934105360950961,-0.4614411916564989,-0.16138641661693143,2.381688686625561,3.0371154077512386,2.795140129374087,0.12833064770837346,-0.2844560795514757,-0.4134680921900138,72.48472934721008,102.35422243936647,94.97484250757414,4.591931100317737,-1.5162246124286805,1.7033899413314897,48.41362614287669,179.83689342318078,96.23751716072529,33.91943276897602,0.5082434994839726,-0.6734167213392204,48.41362614287669,179.1330420268075,92.99414742510238,33.25800541328108,0.6029562571464323,-0.6180198503906325,-3528.9089,-3.6606938796680497,-3222.863400000002,306.0454999999979,0.31747458506223847,-3.8087,0
000201,236,0.576271186440678,7.268656716163545,9.665201696746175,8.592114319670065,0.542016724620571,-0.707939392474051,0.05327935198521372,6,12,9.474576271186441,2.436292489888193,-0.23093427446586387,-1.6077618712164718,6,11,7.669117647058823,1.5919014814985837,0.6404746448003159,-0.6404483095885332,2.675155006947966,2.9434389289717653,2.8344478857296154,0.05902145572395874,-0.7226603620896825,-0.2411917551521583,2.369950632397202,3.39579990576594,2.845997092504736,0.1478935512386238,0.14263578850807407,0.2535715447406659,2.369950632397202,3.39579990576594,2.8221115447532696,0.15788715697565667,0.3303920994874685,0.341476722623661,81.03858721385161,98.06993484880525,92.97660137751312,5.007611932041164,-0.6309559728982822,-1.0613914849060837,44.73346174708272,179.59629813212325,95.27585719221167,34.69461789092527,0.6053916645838712,-0.43105561780602697,44.73346174708272,178.71004739469458,91.31080142817885,33.29788112418566,0.6794841307556353,-0.3790642345992019,-833.7090900000001,-3.5326656355932204,-776.3958999999995,57.31319000000053,0.24285250000000225,-3.9362,1
000202,238,0.5756302521008403,7.344735910804637,9.907667443919115,8.630821645031522,0.4850092020920247,-0.04489302073374037,-0.10438592031406024,5,12,9.521008403361344,2.2886575561258145,-0.1636565643030854,-1.5202305286691948,5,10,7.751824817518248,1.2821226763928397,0.13495672890463875,-0.9082020003223974,2.688234468889267,2.9371970503142633,2.835108286931823,0.055564769814882085,-0.6795250344247832,-0.04423060628254971,2.4610658260192553,3.2778926156907318,2.8442945600866705,0.1397217453049901,0.06051466250255399,-0.16534946875326373,2.4610658260192553,3.2724955309366153,2.81788421813472,0.145734453927219,0.2044062425537283,-0.23508585280109795,79.65926961122567,97.99858701234531,93.34299382659107,4.306352210927261,-0.754589246839604,-0.40270618278162473,47.30505840325536,179.75117931712452,95.16873983795793,34.34755290011897,0.5528185929027472,-0.5831334105888621,47.30505840325536,179.5102930481853,91.38130549448708,33.43767813814222,0.6619867525919099,-0.48505988024721525,-844.51605,-3.548386764705882,-788.9858999999997,55.530150000000276,0.23331995798319444,-3.8607,1
000203,242,0.5909090909090909,6.8530810499769,9.786037921018025,8.616890048224827,0.5843272287913341,-0.5030392883142081,0.2507983589999032,5,12,9.40495867768595,2.3156638272730743,-0.1848637365863782,-1.509784115395846,5,11,7.748251748251748,1.4939716019537002,0.4485592730675524,-0.6111414640884716,2.6509116927248657,2.938876208610973,2.823435071352919,0.057068165416269946,-0.7956045204216844,0.19471840776032323,2.4170175837176218,3.2024902810157188,2.833953941349429,0.1472585523102807,0.06515139205993661,-0.442780828684346,2.4170175837176218,3.202274972578077,2.814202631678241,0.1552288702267505,0.15452641897800296,-0.5427946176096596,81.20847203004169,99.3346657156188,93.15050042212114,4.733188417997963,-0.6890769407514024,-0.7742454051220613,47.75818246676519,179.70886115085392,95.17846736977455,34.4624529625549,0.5726783098299164,-0.5205263111551064,48.24218102670267,179.70886115085392,91.5282830298572,33.2973698946232,0.6399759871145568,-0.5082279326388321,-855.42299,-3.534805743801653,-799.0694000000003,56.35358999999971,0.2328660743801641,-3.8684,1
000204,247,0.5951417004048583,6.905984555485536,11.028492258251902,8.85563433031261,1.1972176085052189,0.134975949098378,-1.3692012949614751,5,12,9.481781376518219,2.1674495297940854,-0.10119283648610762,-1.3988449809084427,5,10,7.870748299319728,1.1720027867301563,-0.33692521324654146,-1.0333660748312217,2.682726741892375,2.9516704818178012,2.8355761580203453,0.051178004423747356,-0.4816858604319241,-0.06146206800581844,2.499115643582727,3.212700266131271,2.8439816473690636,0.1357525118060249,0.23657387926242357,-0.27741947732297056,2.499115643582727,3.2104808051131966,2.8179996812113575,0.13336072041196334,0.3298368948696984,-0.21151925286147222,79.68430241175935,98.08735460908905,93.40444395437534,4.330578490467615,-1.0184247026146067,0.3529993487978875,49.32226250397025,179.55304154178023,95.11890088028167,34.43881322266994,0.5651924223511561,-0.563342986990937,49.32226250397025,179.08650814027905,91.69758317497005,33.85113949694672,0.6947652836453149,-0.39907555622559077,-877.42885,-3.5523435222672064,-824.3784000000014,53.05044999999859,0.21477914979756516,-3.7898,1
000205,250,0.588,6.907795697857846,10.578828789773622,8.770550665025304,0.6789071738984139,-0.1596134273625361,0.24455154625651732,4,12,9.096,2.379375909534999,-0.1858751469855146,-1.2834309217579867,4,11,7.408163265306122,1.524930279299192,0.05868103630513333,-0.5576528617416803,2.600216894446125,2.930173641752736,2.819458246527031,0.06493311977315766,-0.764990365748164,0.2867004092124672,2.329261900259413,3.155103326358752,2.8331855942391924,0.14084056274257944,-0.07566527950175095,-0.3055657727283916,2.329261900259413,3.151148679450066,2.805066703985825,0.1455401861275,0.045029661020684855,-0.32562130463656747,75.80405054223527,99.1064957713607,93.25323162530833,5.072824237426953,-0.9526634560442744,-0.017940248693209426,48.65119601830144,179.86516658821697,95.46459702331306,34.53687117129329,0.5916613647936583,-0.4749426365290992,48.65119601830144,179.41175777226013,91.8241926965638,33.295510928767776,0.6645488092989856,-0.44058545198873533,-882.77812,-3.53111248,-824.6692000000039,58.10891999999603,0.23243567999998413,-3.8593,1
000206,256,0.5859375,7.487172564424786,10.283386900729816,8.868577967889367,0.6475402598076994,-0.02488906877050108,-0.6022980813527452,5,12,9.140625,2.0339640616101278,-0.05685879126276337,-1.1240457335439973,5,10,7.7,1.2081935042136922,-0.348218287938441,-0.9741736028537451,2.649326856888488,2.943865498001528,2.827540560645416,0.057485757827034266,-0.530015264864588,0.07007478185770477,2.4058403937086035,3.1733709206457585,2.8371080688546333,0.1528703040275642,-0.07259573149913973,-0.5367220876803009,2.4058403937086035,3.1710227056897913,2.8125165094930575,0.15774326027608981,0.022138954237334568,-0.6201517063474586,77.87934104072325,99.36119093069479,93.29117725015466,4.74883670918938,-1.1313069398386706,0.4869229988008352,47.08863244870765,179.31170879792003,94.96774138732816,33.89615249540047,0.4940097420413011,-0.7507540327320466,47.08863244870765,179.16767363202652,91.60989339697343,33.51788039498974,0.6301387285405081,-0.5859902136098611,-905.3136300000001,-3.5363813671875004,-844.6650000000009,60.64862999999923,0.236908710937497,-3.7721,1
000207,258,0.5503875968992248,7.8647204377131406,10.485020139004094,8.94193635889231,0.5755758249592415,0.43029894882874364,0.06403733984911852,6,12,9.689922480620154,1.9894603597835878,-0.04261999985739655,-1.4714642190896186,6,9,8.007042253521126,0.8293933429627428,-0.911274696586412,0.6683079915921457,2.7129180278746943,2.934610285560958,2.8531109465970292,0.03916436794357879,-0.6170881703634274,0.6579108639864333,2.3952290078403955,3.2781558840298985,2.8553748051671106,0.15406149022745147,0.2837804579668402,-0.1345932820881841,2.3952290078403955,3.2781558840298985,2.834740742784324,0.16050489257053102,0.33758532468691466,-0.13494735447025175,75.532067868837,98.09597165856961,93.61429690143956,4.387212296607357,-1.689172511601221,3.2806366378678646,47.416133378649604,179.7889850504136,95.06100440727062,34.196837269663305,0.4933011502638966,-0.7452178091829982,47.416133378649604,179.7889850504136,91.45811251033601,34.17902487582547,0.6561992669404372,-0.5255449903135734,-915.32647,-3.547777015503876,-852.0607000000018,63.265769999998156,0.24521616279069053,-3.9341,1
000208,260,0.5538461538461539,8.18170707944628,10.103729821362574,8.962871979267868,0.5226069172550427,0.4312422053295375,-0.7998825364409514,6,12,9.6,2.3002433982341284,-0.15538815844720272,-1.585703434026191,6,9,7.680555555555555,1.1197700674178623,-0.09731704983563058,-1.397269663480894,2.690026504106443,2.9511744840633467,2.8402948380987962,0.04984601910041329,-0.6946280044390022,-0.1088063298671278,2.434742080796277,3.4429304378682937,2.848113231245163,0.13884983628335001,0.20391051596501936,0.2495480234014522,2.434742080796277,3.4429304378682937,2.8225827702894093,0.14794764002496494,0.4100876818235308,0.37125089212441775,81.35797156092252,97.94573606521139,93.42993901798192,4.520481772890321,-0.7006488689380564,-0.6601851428736514,44.45203890798161,179.76781542764493,95.3810283329916,34.901637326721385,0.627579343424947,-0.3928408414509148,44.45203890798161,179.76781542764493,90.97333315101676,33.5956819850274,0.7450990530292353,-0.2480497017152432,-923.6048099999999,-3.552326192307692,-864.9881000000023,58.616709999997624,0.2254488846153755,-4.0266,1
