ID,N_total,N_shell/N_total,R_min,R_max,R_avg,R_std,R_skew,R_kurt,CN_min,CN_max,CN_avg,CN_std,CN_skew,CN_kurt,SCN_min,SCN_max,SCN_avg,SCN_std,SCN_skew,SCN_kurt,ABL_min,ABL_max,ABL_avg,ABL_std,ABL_skew,ABL_kurt,BL_min,BL_max,BL_avg,BL_std,BL_skew,BL_kurt,SBL_min,SBL_max,SBL_avg,SBL_std,SBL_skew,SBL_kurt,ABA_min,ABA_max,ABA_avg,ABA_std,ABA_skew,ABA_kurt,BA_min,BA_max,BA_avg,BA_std,BA_skew,BA_kurt,SBA_min,SBA_max,SBA_avg,SBA_std,SBA_skew,SBA_kurt,Classical_E,Classical_E/N,Mermin_E,Delta_E,Delta_E/N,Fermi_L
2982,468,0.52991453,8.3223776,18.37543763,11.39609652,1.583088027,1.449419022,3.507957747,1,12,8.662393162,2.034319104,-0.311794817,-0.470963749,1,11,7.189516129,1.492345845,-0.216585509,0.883599017,1.930604828,3.024717802,2.830641685,0.091199907,-2.375384262,19.49157672,1.930604828,3.270728512,2.845343573,0.212866187,-0.02806297,-0.501433265,1.930604828,3.269866358,2.811117303,0.216423661,0.066591734,-0.35901293,70.98187507,101.1147616,93.88255797,5.108264229,-1.590231344,2.539698191,38.69632453,179.8213897,95.37392398,33.58858198,0.399569464,-0.926415056,38.69632453,178.4050934,92.29639972,33.1531893,0.517072942,-0.822251935,-1641.981,-3.50850641,-1436.6446,205.3364,0.438752991,-3.8088
2984,1084,0.41697417,12.27420749,24.67267539,15.52731039,1.901650841,2.150982109,6.613012263,2,12,8.330258303,1.766563228,-0.349815621,-0.514141592,2,11,6.82300885,1.364615154,0.106953322,0.046765909,2.431548738,2.989465711,2.817038698,0.069473674,-0.716343278,1.265305081,2.135484488,3.159098131,2.826355866,0.180464634,-0.231033001,-0.531086951,2.135484488,3.159098131,2.797382544,0.187253049,-0.143501693,-0.522304791,66.92760982,102.0836819,95.02713539,4.915284463,-1.826656703,3.545509247,41.91519683,179.8627199,96.17566364,33.31666579,0.400215146,-0.929083901,41.91519683,179.8627199,92.70242204,32.88634407,0.529463614,-0.81022909,-3873.5999,-3.573431642,-3454.9661,418.6338,0.386193542,-3.8479
2991,256,0.63671875,4.987324719,16.59284787,9.682035103,2.691490239,0.361213905,-0.539846718,4,12,7.734375,1.874428017,0.198526701,-0.738528798,4,11,6.680981595,1.289585642,0.297762607,0.151664223,2.614192761,2.960256043,2.804086962,0.072961436,-0.187566615,-0.461731072,2.167889757,3.167342261,2.815288987,0.198268618,-0.248794946,-0.584850667,2.167889757,3.167342261,2.796426467,0.202838419,-0.164789115,-0.57260235,73.02794653,101.8748726,93.09472265,6.058772911,-1.283181554,1.009375025,42.52009453,179.0911605,94.84836205,33.26173748,0.434112227,-0.91446085,42.52009453,179.0911605,91.96186974,32.90296093,0.554358935,-0.789141491,-881.95087,-3.445120586,-781.6128,100.33807,0.391945586,-3.8852
2992,266,0.612781955,5.166434739,15.10111238,9.604127017,2.309124495,0.300731257,-0.499092138,1,12,8.248120301,2.059148075,-0.184659784,-0.174425948,1,11,7.006134969,1.476134979,-0.484145198,2.383104827,1.968525082,3.122301875,2.818433236,0.093153939,-3.142448554,25.50773834,1.968525082,3.259781895,2.831189847,0.211668162,-0.05935295,-0.401408262,1.968525082,3.259781895,2.818162985,0.216066054,-0.082865305,-0.310526987,78.91518911,99.39962032,92.93983178,5.077141494,-0.911610938,-0.190715916,41.15679338,178.8647115,94.58879707,33.38019621,0.430550973,-0.890062383,43.79973712,178.8647115,91.30429447,32.85742924,0.563468986,-0.725555351,-916.70596,-3.446263008,-799.003,117.70296,0.442492331,-3.9438
2993,825,0.454545455,10.9769073,22.37154496,14.03948014,1.848011073,1.826148495,5.125561397,1,12,8.014545455,1.882412679,-0.261317531,-0.305945295,3,11,6.576,1.377419116,0.182539663,-0.067332834,1.895428184,2.958367807,2.800592329,0.084250088,-3.482976854,31.48170929,1.895428184,3.137685931,2.812488627,0.180756458,-0.281741739,-0.37526035,2.161418747,3.135716027,2.783571658,0.183622399,-0.179422856,-0.490527087,61.86964699,106.6420491,94.61375716,5.61802424,-1.830212548,4.12488485,42.50210876,179.1219883,95.98321365,33.31707651,0.413023228,-0.916372941,42.50210876,178.9392302,92.47767891,32.72896922,0.544875066,-0.780534432,-2920.1454,-3.539570182,-2567.0805,353.0649,0.427957455,-3.8912
2994,1056,0.40719697,12.463189,19.85871739,15.23855269,1.321716558,0.652912022,0.548974353,2,12,8.602272727,1.809127607,-0.424024836,-0.353176852,2,11,7.055813953,1.448945011,-0.046707737,-0.036420157,2.220336011,3.005733646,2.831270172,0.07345315,-1.238334184,6.029077777,2.044074852,3.209703413,2.840867036,0.193813942,-0.135735022,-0.581919036,2.044074852,3.209621317,2.815534089,0.202239474,-0.076238006,-0.596929548,68.63116486,102.412439,94.97829526,4.627680146,-1.848995369,3.889010225,43.35705689,179.624948,96.05022102,33.41728275,0.393511162,-0.932268003,44.09236473,179.5188578,92.5839845,33.03455352,0.515237856,-0.828325396,-3769.7523,-3.569841193,-3352.3666,417.3857,0.39525161,-3.8413
3071,619,0.516962843,6.343186355,20.54951109,13.0238687,2.965516665,0.286305095,-0.00842885,3,12,7.906300485,1.851512732,-0.089290914,-0.615587383,3,11,6.615625,1.355034586,0.099166913,0.212045024,2.489138257,2.977448535,2.80467981,0.073353686,-0.669113336,0.564764707,2.144478725,3.176239443,2.814871917,0.194519035,-0.236499853,-0.515646685,2.20834961,3.176239443,2.796260764,0.20241392,-0.204432855,-0.609419439,65.79326471,103.4942948,94.22120655,5.660989572,-1.648737487,2.762435089,40.47648855,179.4093663,95.71727945,33.26623815,0.41314049,-0.916811423,40.47648855,179.4093663,92.41852508,32.75292989,0.535573175,-0.798284086,-2160.9265,-3.490995961,-1907.8812,253.0453,0.408796931,-3.9154
3072,627,0.497607656,7.789144191,19.76627957,12.92330445,2.422847985,0.444345273,0.221143556,1,12,8.58692185,1.925120949,-0.363849431,-0.169008846,1,11,7.157051282,1.44269363,-0.417421168,1.583540567,2.103219437,3.003191798,2.833287915,0.08056669,-2.581572977,18.73555465,2.103219437,3.247676708,2.844214478,0.206842209,-0.11733823,-0.602913099,2.103219437,3.245150228,2.818440505,0.210832078,-0.074847276,-0.612970105,66.97840307,111.240305,94.1175832,5.189076305,-1.533895202,2.527989054,43.17429576,179.0089541,95.43788445,33.40813245,0.397306224,-0.941889206,43.17429576,178.5276217,92.20381908,33.07196075,0.519074616,-0.834901424,-2201.6123,-3.511343381,-1955.3881,246.2242,0.392702073,-3.9364
3081,465,0.580645161,4.53626802,18.37561248,11.83864448,3.022580114,-0.113190742,-0.334760564,1,12,7.969892473,1.966080083,-0.107873373,-0.646399174,1,10,6.662962963,1.344587981,-0.225110241,0.529696421,2.49450625,3.001733333,2.810465456,0.07649153,-0.530777554,0.558629887,2.159047475,3.205446303,2.821723893,0.201317635,-0.161250507,-0.44925574,2.159047475,3.205446303,2.80058033,0.206522178,-0.149638203,-0.414384712,73.1365733,104.0027172,93.15993385,5.98178172,-1.123191391,0.514951321,41.05777543,178.8087265,94.95642697,33.20747949,0.423248299,-0.920634178,44.87462046,177.71134,91.34827487,32.58683062,0.562787507,-0.789202664,-1608.2405,-3.45858172,-1422.1496,186.0909,0.400195484,-3.9647
3082,470,0.561702128,6.195987517,17.12739932,11.61621769,2.416833944,0.07506645,-0.570456749,2,12,8.514893617,2.019835405,-0.248597636,-0.847625531,2,11,7.15530303,1.493499954,0.000793241,-0.20799714,2.406010355,2.992363825,2.83489897,0.08002898,-0.856538085,1.589710428,2.219214501,3.305300289,2.847457912,0.223009804,0.007546993,-0.632230921,2.219214501,3.302459841,2.829303825,0.228613072,0.022039041,-0.625079054,69.07657455,102.1915091,93.44733037,5.404000972,-1.470970662,2.103911797,41.35400017,179.2957875,95.09669304,33.37042251,0.397749162,-0.931405714,42.91814802,178.8208178,92.01512004,32.98383008,0.518685172,-0.816415089,-1631.7063,-3.471715532,-1447.158,184.5483,0.392655957,-3.8979
3091,403,0.521091811,7.420542704,13.23301016,10.68461587,1.043382618,-0.090523766,-0.407761488,4,12,8.049627792,1.974342541,-0.076813277,-0.773219485,4,10,6.652380952,1.393120159,0.061782386,-0.469912672,2.61097993,2.981090623,2.811006566,0.070870887,-0.25355429,-0.167918381,2.080520608,3.179709735,2.822244252,0.198800118,-0.167803091,-0.660575865,2.080520608,3.179709735,2.795152657,0.203035868,-0.050963848,-0.698711413,70.84169694,101.5899553,93.7172438,5.601137949,-1.388181057,1.560488335,43.06379167,179.0863181,95.41791973,33.29869736,0.408475668,-0.926299365,44.07972912,178.3233662,91.83382349,32.6762649,0.553240421,-0.766704401,-1405.9249,-3.488647395,-1245.2898,160.6351,0.398598263,-3.9483
3093,768,0.447916667,10.96472499,16.1417569,13.49800065,0.941402501,-0.00624836,-0.386140309,4,12,8.763020833,1.895878255,-0.357211355,-0.653256057,4,11,7.174418605,1.417852525,0.071060175,-0.154121038,2.587459906,3.017423728,2.83941505,0.07086286,-0.481662207,0.470938043,2.113235907,3.241775748,2.848819475,0.204064031,-0.095569405,-0.641676323,2.113235907,3.241535901,2.825485038,0.210518658,-0.040719419,-0.64999917,67.30019528,102.1518322,94.51649377,4.752718461,-1.749608997,3.262105167,41.33318008,179.5068038,95.74884604,33.41832553,0.39240382,-0.930328263,41.33318008,179.5068038,92.35857488,33.03874366,0.522483394,-0.814312576,-2722.9782,-3.545544531,-2423.6382,299.34,0.389765625,-3.8773
3173,1077,0.404828227,11.92784512,20.08070903,15.36863118,1.203247076,0.563970789,1.257043513,3,12,8.152274838,1.736077632,-0.28276995,-0.347597998,3,11,6.701834862,1.353784421,-0.060587571,-0.156352012,2.585673863,2.986507436,2.816126615,0.066484606,-0.471249663,0.207467759,2.189485328,3.163533942,2.824494538,0.186061455,-0.202199807,-0.693625495,2.189485328,3.163533942,2.800777346,0.19621456,-0.118287275,-0.798481821,64.48320084,103.3733928,95.16735122,5.191582577,-2.004513307,4.78914814,44.61954458,179.7455599,96.30074332,33.27465601,0.394428996,-0.935066786,45.58536974,178.6313637,92.75063176,32.98451615,0.521537385,-0.841087388,-3830.6363,-3.556765367,-3422.8034,407.8329,0.37867493,-3.8923
3182,523,0.493307839,8.370077838,17.23536963,11.89222473,1.494150928,0.576937197,0.628104479,3,12,8.225621415,1.944328954,-0.325500172,-0.746690307,3,10,6.763565891,1.461007487,-0.013104697,-0.32834338,2.483643776,3.025148073,2.819559733,0.075199901,-0.60306036,0.672870408,2.144693918,3.217751544,2.829827317,0.207744561,-0.133231309,-0.625037115,2.144693918,3.217751544,2.811362325,0.213539848,-0.143985072,-0.60948071,65.58837862,102.75434,94.10896208,5.588685479,-1.645851113,2.898261954,41.18909005,179.3942218,95.62460126,33.26970335,0.391810899,-0.948508243,41.18909005,178.7613266,92.13077595,32.81716949,0.51405099,-0.844829369,-1824.3168,-3.488177438,-1607.9422,216.3746,0.413718164,-3.9549
3184,1168,0.390410959,12.67329656,18.18539489,15.75788249,0.824950632,-0.138922767,0.153496674,3,12,8.494863014,1.78058875,-0.37241717,-0.454927339,3,11,6.907894737,1.376515412,0.054475231,-0.051573603,2.431263312,3.001164485,2.828192863,0.070919435,-0.653281405,1.379505715,2.113811723,3.206749289,2.837064647,0.198781338,-0.172061027,-0.626471312,2.113811723,3.206696275,2.809629488,0.207401859,-0.130462983,-0.61746699,72.03906119,111.3810381,95.19343745,4.744788716,-1.835355895,3.546126592,41.05399273,179.0302351,96.24502239,33.34586636,0.382862036,-0.940885733,44.12554482,178.9382722,92.79347725,33.04365835,0.506145235,-0.854876125,-4154.664,-3.557075342,-3674.3989,480.2651,0.411185873,-3.8799
3191,454,0.544052863,7.520854029,19.04557074,11.44316971,2.048319204,0.843003541,1.077299117,1,12,8.070484581,1.969830112,-0.183262828,-0.456987376,2,11,6.744939271,1.37475966,0.023289226,0.224184848,1.914715645,3.001027727,2.806964001,0.087743431,-2.812659514,23.85783062,1.914715645,3.215799434,2.819878645,0.207061225,-0.142058613,-0.509302946,1.914715645,3.213079675,2.794475826,0.21022646,-0.070867999,-0.454043885,70.78334634,140.449646,93.68962771,6.33226432,-0.323653259,7.264352392,42.43364744,179.6533639,95.24267511,33.31925729,0.419165126,-0.902293862,42.58244253,179.3282864,91.7229473,32.81939257,0.560745634,-0.735971874,-1575.8512,-3.471037885,-1366.6979,209.1533,0.460690088,-3.883
3192,467,0.524625268,7.944744708,16.43960178,11.4219136,1.485874593,0.554447718,0.042216757,3,12,8.175588865,1.896236228,-0.200123692,-0.704336678,3,11,6.86122449,1.441881786,0.095691472,-0.246558043,2.408463541,2.975103546,2.820194901,0.073868455,-0.593361217,1.27773497,2.148452001,3.205996101,2.830355495,0.201732812,-0.180205521,-0.601079938,2.148452001,3.204185076,2.8085022,0.209014372,-0.124595322,-0.670563602,65.36414493,104.772119,94.27457269,5.314357574,-1.616755192,2.959016841,44.00467741,178.7415751,95.67241346,33.40673625,0.403575401,-0.925327061,44.00467741,177.8207406,92.56613369,33.0703132,0.519979495,-0.816088523,-1631.4367,-3.493440471,-1445.7437,185.693,0.39762955,-3.9042
3871,598,0.510033445,7.987922501,22.52369492,12.87152626,2.633516957,1.29796184,2.43859715,1,12,7.862876254,1.918243479,-0.159314539,-0.588533127,2,10,6.518032787,1.3598457,0.14670348,0.05844919,2.439912294,3.004371016,2.803220718,0.079209816,-0.755707138,1.46310079,1.962603628,3.19333556,2.815378771,0.205974313,-0.232115026,-0.396687495,1.962603628,3.19333556,2.79417689,0.211042009,-0.218801251,-0.282018788,71.50387289,129.334805,94.51113592,5.751817277,-1.01098221,3.753530151,39.58525432,179.5444394,95.80868735,33.2111004,0.395472432,-0.939569244,41.4908864,179.5444394,92.46330104,32.74895766,0.514104919,-0.843153884,-2071.9165,-3.464743311,-1783.3984,288.5181,0.482471739,-3.9415
3873,1071,0.406162465,12.27671523,19.46650956,15.32106848,1.239437649,0.25465089,0.1146068,3,12,8.003734827,1.722849482,-0.293203487,-0.407602567,3,11,6.668965517,1.445102196,0.145127288,-0.271565502,2.540853646,2.959846415,2.807647577,0.069327138,-0.549483505,0.426805103,2.127506052,3.164909319,2.816374294,0.190363765,-0.229637336,-0.535560004,2.127506052,3.164667123,2.791554515,0.198114275,-0.200612065,-0.549603815,69.08884487,105.4812034,95.32899084,4.787264704,-1.755098082,3.623152691,43.59616216,179.2687067,96.26320046,33.08455783,0.381346598,-0.956953104,43.59616216,177.7567178,92.93040423,32.84907009,0.50588251,-0.853482332,-3791.5857,-3.540229412,-3349.4582,442.1275,0.41281746,-3.8835
3881,489,0.498977505,9.09174154,16.14755055,11.57723554,1.369463383,0.495912332,-0.009782592,1,12,8.302658487,1.942411962,-0.262356612,-0.266724527,1,11,6.922131148,1.520126283,-0.093574796,0.725124033,2.575538562,3.006705911,2.823225049,0.074911945,-0.448392513,0.06478625,2.280248451,3.231962871,2.833108116,0.208906946,-0.064239567,-0.76157728,2.292974051,3.226688395,2.815877827,0.214776714,-0.036108717,-0.848584595,62.13391197,102.6253496,93.77335192,5.609026344,-1.537608188,2.646223538,43.95027665,178.7520687,95.33232799,33.37144594,0.408324804,-0.914933323,44.42784116,178.7520687,91.73977983,32.79762284,0.536159353,-0.791491589,-1705.6061,-3.487947035,-1519.0999,186.5062,0.381403272,-3.9745
3882,490,0.508163265,8.037099842,14.18932062,11.49410197,1.147978177,0.064620307,-0.249065073,3,12,7.771428571,1.730515249,-0.138249103,-0.7210761,3,10,6.558232932,1.291107337,0.096407866,-0.396147367,2.487320158,2.961627836,2.796439284,0.07198127,-0.750008506,1.229211636,2.16844299,3.166842118,2.805382911,0.195181312,-0.173251938,-0.598939706,2.16844299,3.166842118,2.785600886,0.198964607,-0.165346096,-0.525032531,70.37381401,101.9357042,94.56627916,5.14601013,-1.478407698,2.048341714,43.25035755,179.791546,95.79927985,33.21238193,0.411134185,-0.920789608,43.25035755,179.5561383,92.70538617,32.81590838,0.532091164,-0.798885857,-1710.148,-3.490097959,-1510.9808,199.1672,0.406463673,-3.8693
3884,1214,0.390444811,13.027162,21.35209477,16.03134171,1.219261428,0.960414227,1.806145683,3,12,8.220757825,1.814759699,-0.302584697,-0.436150422,3,11,6.607594937,1.370955638,0.03548208,-0.038956528,2.553027577,3.010326784,2.812893297,0.071222188,-0.514300613,0.16498905,2.144279366,3.177558339,2.822281828,0.194118823,-0.206787264,-0.579908958,2.144279366,3.17722725,2.791244857,0.202350232,-0.179120459,-0.570576048,58.61658235,111.8666368,95.20424455,5.106112484,-2.118487796,6.321592252,40.96938898,179.5071157,96.28528461,33.28261374,0.384506264,-0.944961164,40.96938898,178.8639502,92.794863,32.86322539,0.517610479,-0.839189179,-4306.3299,-3.54722397,-3798.2472,508.0827,0.418519522,-3.902
3891,417,0.549160671,5.702106839,18.13969877,11.3325485,2.543235932,0.429342975,-0.209950432,4,12,8.374100719,2.081073299,-0.132399847,-0.829261515,4,11,6.899563319,1.427625246,-0.049478186,-0.42332086,2.53922579,3.031271687,2.830734155,0.081974126,-0.345735264,0.139313023,2.095794122,3.29475386,2.843347406,0.23177413,-0.093005333,-0.539416996,2.095794122,3.29475386,2.822853915,0.235884564,-0.066179884,-0.477169045,70.41905409,101.2112413,93.05673225,6.065124273,-1.37792841,1.257973125,39.35957104,178.432356,94.9688455,33.39282791,0.397666673,-0.934259464,39.35957104,178.432356,91.32943849,32.7987558,0.530903859,-0.814377457,-1434.7814,-3.440722782,-1232.7577,202.0237,0.484469305,-3.9399
3892,422,0.561611374,6.527917787,17.11514194,11.17968591,2.205729934,0.484207763,-0.320415238,3,12,8.265402844,1.975067203,-0.121454263,-0.688437056,3,12,7,1.484381969,0.070107248,0.01158284,2.565349624,3.022515697,2.820620544,0.077916017,-0.374591684,-0.111134409,2.211847192,3.242551156,2.83268326,0.210090917,-0.091557258,-0.663237613,2.211847192,3.240518631,2.819874769,0.21850181,-0.069825067,-0.748005224,72.17044122,103.0442647,93.66415121,5.631239342,-1.557145548,2.177612734,41.99267502,178.6969641,95.30271251,33.41337257,0.403397774,-0.926907068,41.99267502,178.6969641,92.37433527,33.1410239,0.51754568,-0.815398904,-1464.0629,-3.469343365,-1301.7357,162.3272,0.384661611,-3.9182
3893,833,0.427370948,11.86191451,17.19359534,13.9713863,0.888288481,0.085968981,-0.225794373,3,12,8.581032413,1.771427985,-0.334969889,-0.525627884,3,10,7.050561798,1.307712644,-0.017826668,-0.170276504,2.502843949,3.018224041,2.834885317,0.073793057,-0.571094978,0.956197636,2.223022717,3.258635757,2.843958463,0.211567461,-0.004241992,-0.673167724,2.223022717,3.258153158,2.81784112,0.219120561,0.003689045,-0.658127354,63.88176097,104.0276681,94.84641386,4.763654755,-1.808873055,3.811177243,42.82241706,179.3882199,95.95007995,33.37532164,0.384745592,-0.948298644,43.56000547,179.1432487,92.49676558,32.99819186,0.51805751,-0.833863678,-2943.5626,-3.533688595,-2620.2826,323.28,0.388091236,-3.8464
3894,1021,0.406464251,11.70301011,17.53512144,15.03526337,0.974918078,-0.083995571,-0.223387152,4,12,8.168462292,1.793513499,-0.268812346,-0.469969241,4,11,6.679518072,1.433195059,0.169434875,-0.352674938,2.520647557,2.979168088,2.812544648,0.074554211,-0.60301569,0.471353295,2.069702636,3.188313975,2.822730171,0.201646579,-0.199638607,-0.623787432,2.069702636,3.188181457,2.793947402,0.206447662,-0.14382149,-0.609848938,67.67711523,104.8590962,95.18326717,5.026496822,-1.998752455,4.436520791,40.57740384,179.8801938,96.26897711,33.27090646,0.383315602,-0.947275433,40.57740384,178.5189028,92.81485383,33.00250909,0.51197308,-0.845815813,-3604.7676,-3.530624486,-3160.3244,444.4432,0.435301861,-3.8833
3983,879,0.42662116,11.58655454,23.46447972,14.3516131,1.353438655,2.532002343,13.65432197,2,12,7.722411832,1.762772616,-0.2182827,-0.397707252,2,10,6.338666667,1.408520038,0.109774066,-0.208524941,2.289704112,2.989529053,2.7978576,0.073534212,-0.850021475,2.813420379,1.891186136,3.154774952,2.80765772,0.195000466,-0.313638278,-0.352617535,1.891186136,3.154720114,2.786231827,0.206796442,-0.325379016,-0.29938767,63.8449894,104.7060218,95.14007107,5.4971283,-1.997533325,4.992965492,42.14233745,179.6278975,96.31564041,33.1142973,0.396978412,-0.931880019,42.14233745,179.6278975,92.86476269,32.61440023,0.529594255,-0.806060265,-3084.1457,-3.50869818,-2656.7982,427.3475,0.48617463,-3.8997
3984,1140,0.398245614,13.14798108,18.63583025,15.65260064,0.954413892,0.092545633,-0.305539749,3,12,8.277192982,1.762552378,-0.311642394,-0.354570157,3,11,6.814977974,1.408315066,-0.025651012,-0.11314076,2.441697867,3.003421205,2.818952152,0.072418314,-0.527813195,0.967637184,2.126688035,3.19986156,2.827889654,0.201503028,-0.201708639,-0.579203307,2.126688035,3.19986156,2.803001336,0.210769782,-0.165244989,-0.597955137,69.68089906,104.3833212,95.32039227,4.7417082,-1.905554308,3.976634419,42.05554337,179.2655621,96.29206869,33.29385735,0.375147904,-0.959802128,42.05554337,179.2655621,93.0142415,33.01613564,0.49117211,-0.8741474,-4030.1816,-3.535247018,-3539.215,490.9666,0.430672456,-3.8866
3991,398,0.572864322,6.811939049,17.11757964,10.98505498,2.115481436,0.521685129,-0.152167632,3,12,8.180904523,1.995571214,-0.214019892,-0.816736302,3,11,6.921052632,1.563035209,0.20054936,-0.089540413,2.535036679,2.98653933,2.824428929,0.076536794,-0.693002587,0.824647071,2.076694007,3.263993873,2.835851055,0.216707717,-0.122618904,-0.487887829,2.076694007,3.263993873,2.818855052,0.224266368,-0.107640056,-0.489831952,65.62523292,104.6413049,93.51287021,5.924582299,-1.433923559,1.760173852,40.80462473,179.0565445,95.25642124,33.46195786,0.402433665,-0.924277801,40.80462473,178.9245784,92.41464316,33.11741687,0.504399121,-0.844403647,-1374.0525,-3.452393216,-1200.9688,173.0837,0.434883668,-3.946
3992,415,0.539759036,7.171210368,15.54281798,10.99042491,1.658343687,0.413605237,-0.077939624,3,12,8.351807229,2.007616021,-0.181469055,-0.821976514,3,11,6.982142857,1.529864983,0.278602823,0.016869452,2.480690394,3.053435707,2.836257825,0.082425763,-0.604832344,0.8800189,2.106400247,3.297587906,2.848554915,0.230681486,-0.096032052,-0.580978547,2.106400247,3.297587906,2.82485227,0.235560982,-0.082230301,-0.496322166,71.91536123,102.3249477,93.41150749,5.722566803,-1.441548372,1.584566531,39.10367707,179.7156991,95.17732972,33.38443591,0.396713081,-0.930039209,39.10367707,179.4717056,91.853845,32.81705268,0.52086445,-0.809604534,-1432.1186,-3.450888193,-1241.5187,190.5999,0.459276867,-3.9268
3993,723,0.445366528,10.87538943,15.86507355,13.27787717,0.966524494,-0.132570582,-0.566242003,3,12,8.315352697,1.878622847,-0.267857363,-0.677968393,3,11,6.829192547,1.444298696,0.200625507,-0.12316764,2.545206583,3.045901539,2.820673557,0.076688485,-0.587826859,0.475671763,2.081779527,3.241476361,2.831065136,0.213513167,-0.096204127,-0.598416406,2.082438474,3.241476361,2.803450828,0.219488468,-0.017057586,-0.607370088,74.13574635,110.7871822,94.70419953,5.170718177,-1.596134829,2.304581801,42.30299207,179.1000769,95.91046087,33.34482115,0.385447444,-0.939765557,43.39391965,179.1000769,92.52493157,32.93439927,0.516128491,-0.829154809,-2533.3208,-3.503901521,-2215.37,317.9508,0.439765975,-3.8932
